contract_ref,contract_name,exhibit,setting,covered_entity,code_type,procedure_code,description,methodology_code,rate_basis,base_year,percentage,rvu,conversion_factor,units_note,allowed_2025,allowed_2026
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J2910,"Drug/biological J2910, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,316.97,326.48
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J3000,"Drug/biological J3000, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,200.88,206.91
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J3090,"Drug/biological J3090, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,743.86,766.18
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J3180,"Drug/biological J3180, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,146.31,150.70
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J3270,"Drug/biological J3270, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,227.50,234.33
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J3360,"Drug/biological J3360, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,524.66,540.40
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J3450,"Drug/biological J3450, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,367.88,378.92
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J3540,"Drug/biological J3540, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,941.80,970.05
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,001,MS-DRG 001 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=5.1295,61554.00,63400.62
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,010,MS-DRG 010 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=3.6684,44020.80,45341.42
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,019,MS-DRG 019 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.1602,13922.40,14340.07
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,028,MS-DRG 028 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=2.4466,29359.20,30239.98
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,037,MS-DRG 037 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=5.3682,64418.40,66350.95
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,046,MS-DRG 046 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=5.2059,62470.80,64344.92
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,055,MS-DRG 055 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.3564,16276.80,16765.10
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,064,MS-DRG 064 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.1928,14313.60,14743.01
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,073,MS-DRG 073 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=3.7062,44474.40,45808.63
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,082,MS-DRG 082 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=0.6483,7779.60,8012.99
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,091,MS-DRG 091 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.828,21936.00,22594.08
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,100,MS-DRG 100 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=2.4034,28840.80,29706.02
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,109,MS-DRG 109 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=4.2558,51069.60,52601.69
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,118,MS-DRG 118 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=5.4926,65911.20,67888.54
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,127,MS-DRG 127 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=3.0236,36283.20,37371.70
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,136,MS-DRG 136 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.2873,15447.60,15911.03
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,145,MS-DRG 145 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=5.5843,67011.60,69021.95
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,154,MS-DRG 154 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.7197,20636.40,21255.49
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,163,MS-DRG 163 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=5.9198,71037.60,73168.73
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,172,MS-DRG 172 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=4.2446,50935.20,52463.26
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,181,MS-DRG 181 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=4.4309,53170.80,54765.92
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,190,MS-DRG 190 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=0.7898,9477.60,9761.93
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,199,MS-DRG 199 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=6.3956,76747.20,79049.62
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,208,MS-DRG 208 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=4.6067,55280.40,56938.81
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,217,MS-DRG 217 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.9723,23667.60,24377.63
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,226,MS-DRG 226 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.7706,21247.20,21884.62
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,235,MS-DRG 235 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=4.321,51852.00,53407.56
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,244,MS-DRG 244 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=5.9718,71661.60,73811.45
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,253,MS-DRG 253 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=4.2674,51208.80,52745.06
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,262,MS-DRG 262 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=2.2385,26862.00,27667.86
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,271,MS-DRG 271 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=2.8106,33727.20,34739.02
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,280,MS-DRG 280 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=2.5401,30481.20,31395.64
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,289,MS-DRG 289 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=5.7983,69579.60,71666.99
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,298,MS-DRG 298 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.2973,15567.60,16034.63
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,307,MS-DRG 307 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=5.3549,64258.80,66186.56
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,316,MS-DRG 316 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=2.6086,31303.20,32242.30
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,325,MS-DRG 325 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=3.3069,39682.80,40873.28
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,334,MS-DRG 334 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=5.0591,60709.20,62530.48
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,343,MS-DRG 343 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=3.4149,40978.80,42208.16
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,352,MS-DRG 352 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=4.149,49788.00,51281.64
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,361,MS-DRG 361 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=4.3277,51932.40,53490.37
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,370,MS-DRG 370 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=2.2632,27158.40,27973.15
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,379,MS-DRG 379 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=5.8352,70022.40,72123.07
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,388,MS-DRG 388 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.3243,15891.60,16368.35
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,397,MS-DRG 397 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=6.2637,75164.40,77419.33
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,406,MS-DRG 406 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.9911,23893.20,24610.00
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,415,MS-DRG 415 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.8909,22690.80,23371.52
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,424,MS-DRG 424 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=2.2617,27140.40,27954.61
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,433,MS-DRG 433 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.4773,17727.60,18259.43
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,442,MS-DRG 442 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=4.392,52704.00,54285.12
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,451,MS-DRG 451 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=5.9399,71278.80,73417.16
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,460,MS-DRG 460 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=4.8802,58562.40,60319.27
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,469,MS-DRG 469 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=6.2212,74654.40,76894.03
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,478,MS-DRG 478 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=4.5034,54040.80,55662.02
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,487,MS-DRG 487 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.1477,13772.40,14185.57
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,496,MS-DRG 496 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=4.6304,55564.80,57231.74
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,505,MS-DRG 505 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=3.2115,38538.00,39694.14
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,514,MS-DRG 514 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.9063,22875.60,23561.87
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,523,MS-DRG 523 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=3.5363,42435.60,43708.67
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,532,MS-DRG 532 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.8766,22519.20,23194.78
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,541,MS-DRG 541 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=2.3436,28123.20,28966.90
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,550,MS-DRG 550 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=0.5883,7059.60,7271.39
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,559,MS-DRG 559 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.6947,20336.40,20946.49
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,568,MS-DRG 568 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=5.3262,63914.40,65831.83
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,577,MS-DRG 577 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=5.2206,62647.20,64526.62
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,586,MS-DRG 586 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.7864,21436.80,22079.90
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,595,MS-DRG 595 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=4.6743,56091.60,57774.35
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,604,MS-DRG 604 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=3.2695,39234.00,40411.02
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,613,MS-DRG 613 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.5633,18759.60,19322.39
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,622,MS-DRG 622 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.2682,15218.40,15674.95
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,631,MS-DRG 631 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=3.2355,38826.00,39990.78
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,640,MS-DRG 640 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=4.9086,58903.20,60670.30
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,649,MS-DRG 649 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=4.657,55884.00,57560.52
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,658,MS-DRG 658 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=3.4939,41926.80,43184.60
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,667,MS-DRG 667 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=3.6816,44179.20,45504.58
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,676,MS-DRG 676 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=3.705,44460.00,45793.80
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,685,MS-DRG 685 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=5.97,71640.00,73789.20
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,694,MS-DRG 694 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=3.3465,40158.00,41362.74
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,703,MS-DRG 703 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=3.4929,41914.80,43172.24
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,712,MS-DRG 712 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=1.7734,21280.80,21919.22
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.2 Inpatient,Inpatient,Keystone General Hospital,MS-DRG,721,MS-DRG 721 inpatient case (specimen),DRG,"Base $12,000 x weight",2025,,,,weight=3.0883,37059.60,38171.39
